step,loss
1160,0.0013853159
1161,0.0013787765
1162,0.0029801088
1163,0.0006952285
1164,0.00055040966
1165,0.0058543845
1166,0.0014448819
1167,0.0012286826
1168,0.004214789
1169,0.00049527467
1170,0.000598746
1171,0.0019407792
1172,0.00093992933
1173,0.010906864
1174,0.0011452672
1175,0.01228444
1176,0.0013795367
1177,0.0003146017
1178,0.018926995
1179,0.009650892
1180,0.0011368955
1181,0.0010962515
1182,0.0006499678
1183,0.01856899
1184,0.009334685
1185,0.008894192
1186,0.0036595475
1187,0.00061238906
1188,0.00072888925
1189,0.00514296
1190,0.0065636863
1191,0.00025450077
1192,0.0007026731
1193,0.005982019
1194,0.0007154426
1195,0.0017593456
1196,0.0015960772
1197,0.009512137
1198,0.0014029512
1199,0.0016641133
1200,0.0007363342
1201,0.001607997
1202,0.0019490309
1203,0.0005033408
1204,0.00073643925
1205,0.0017512855
1206,0.0033153794
1207,0.00060041784
1208,0.0016915065
1209,0.0072059985
1210,0.0027764784
1211,0.0038647929
1212,0.0014254039
1213,0.016787862
1214,0.0020839719
1215,0.0026302563
1216,0.01145363
1217,0.0028329575
1218,0.0009560094
1219,0.0010674937
1220,0.0012573631
1221,0.0119559355
1222,0.0022466804
1223,0.00097215467
1224,0.0023343344
1225,0.001333655
1226,0.0016212447
1227,0.00030737775
1228,0.0033646491
1229,0.0063048787
1230,0.010605201
1231,0.0038458242
1232,0.0020524005
1233,0.0009613093
1234,0.00059102336
1235,0.00054655684
1236,0.0073550222
1237,0.0006622964
1238,0.0018098787
1239,0.0010716587
1240,0.0027277332
1241,0.0023045107
1242,0.0005417779
1243,0.0009538485
1244,0.0006973001
1245,0.00034447972
1246,0.0006526817
1247,0.0007330946
1248,0.00032688008
1249,0.0007075287
1250,0.0011594773
1251,0.001353349
1252,0.00035968193
1253,0.0011383884
1254,0.0010988201
1255,0.0004555514
1256,0.0007433443
1257,0.00090087834
1258,0.0015526903
1259,0.0029341832
1260,0.0005844131
1261,0.00035286276
1262,0.0018921656
1263,0.0023339512
1264,0.008509066
1265,0.0009602618
1266,0.00043751398
1267,0.0009431632
1268,0.0020753026
1269,0.00072939345
1270,0.0143458545
1271,0.00081780937
1272,0.016307462
1273,0.014369926
1274,0.0023533392
1275,0.0033050058
1276,0.0010063191
1277,0.010320088
1278,0.013953921
1279,0.0012857458
1280,0.0018298337
1281,0.001516087
1282,0.0018270272
1283,0.00059438567
1284,0.00082795834
1285,0.010339538
1286,0.0056970622
1287,0.009598944
1288,0.018112363
1289,0.0012102218
1290,0.0020970027
1291,0.0016930802
1292,0.000326005
1293,0.0019454052
1294,0.0018630859
1295,0.00086321734
1296,0.0011804473
1297,0.0008965088
1298,0.00905502
1299,0.008297634
1300,0.00065680215
1301,0.0041813687
1302,0.0017237249
1303,0.0013305434
1304,0.0016220156
1305,0.008114827
1306,0.0024686921
1307,0.00343975
1308,0.010514451
1309,0.0017146175
1310,0.009749057
1311,0.002596949
1312,0.0008874063
1313,0.0010152184
1314,0.004798276
1315,0.0025813505
1316,0.00536098
1317,0.0016634262
1318,0.0011065939
1319,0.010852631
1320,0.0018476371
1321,0.018387128
1322,0.0093971025
1323,0.001184532
1324,0.0016984739
1325,0.0014803903
1326,0.014445035
1327,0.0014664781
1328,0.0014126922
1329,0.007928202
1330,0.015536244
1331,0.001341643
1332,0.0016211141
1333,0.0016160165
1334,0.0014342044
1335,0.00095767016
1336,0.002791537
1337,0.0020887284
1338,0.0012541942
1339,0.009259379
1340,0.017892167
1341,0.0017379593
1342,0.006357719
1343,0.0011464544
1344,0.0010894412
1345,0.0025330556
1346,0.024448598
1347,0.0023418372
1348,0.004113595
1349,0.0023542868
1350,0.008257175
1351,0.0017753133
1352,0.0043771793
1353,0.004894793
1354,0.0012535618
1355,0.0024694214
1356,0.019404804
1357,0.003084524
1358,0.008120791
1359,0.012491312
1360,0.0048853504
1361,0.01017233
1362,0.00092182023
1363,0.0010952011
1364,0.0011984673
1365,0.00048643182
1366,0.0085515315
1367,0.0006318828
1368,0.007034145
1369,0.011690598
1370,0.0014110053
1371,0.003723096
1372,0.00418796
1373,0.007802753
1374,0.006834599
1375,0.0020581023
1376,0.012750573
1377,0.007917271
1378,0.0042616595
1379,0.0011039285
1380,0.0013748651
1381,0.001710561
1382,0.012826425
1383,0.0017116761
1384,0.001746098
1385,0.0004694177
1386,0.0031201434
1387,0.0068503935
1388,0.0009074609
1389,0.0013187623
1390,0.0022051027
1391,0.00074551284
1392,0.0012715445
1393,0.0009466222
1394,0.0067473976
1395,0.006234537
1396,0.009226477
1397,0.0014147483
1398,0.0010334937
1399,0.0035613587
1400,0.010188682
1401,0.0012693184
1402,0.0030784719
1403,0.0014576766
1404,0.0016517856
1405,0.015075189
1406,0.00087678514
1407,0.0005474461
1408,0.001552319
1409,0.0015429358
1410,0.005672992
1411,0.0017989506
1412,0.000979169
1413,0.014405135
1414,0.009555331
1415,0.0010875931
1416,0.0033694545
1417,0.001558756
1418,0.012463825
1419,0.009986602
1420,0.00095279375
1421,0.0008460303
1422,0.0035828766
1423,0.00067303545
1424,0.001239893
1425,0.0036195314
1426,0.008356156
1427,0.0008573553
1428,0.014100759
1429,0.0055004926
1430,0.0007761775
1431,0.00070757605
1432,0.002991471
1433,0.010099867
1434,0.0005423127
1435,0.004535457
1436,0.016353881
1437,0.0016096192
1438,0.005517236
1439,0.0030759145
1440,0.007710167
1441,0.0018396565
1442,0.012602099
1443,0.0012368974
1444,0.0052227243
1445,0.0045638853
1446,0.0018877311
1447,0.0018272453
1448,0.0037528153
1449,0.0030628284
1450,0.009891976
1451,0.0031963247
1452,0.005801711
1453,0.011313378
1454,0.0019833725
1455,0.002578544
1456,0.0037049013
1457,0.0023070911
1458,0.00901272
1459,0.0033073386
1460,0.0051467884
1461,0.001741176
1462,0.010102923
1463,0.0013241641
1464,0.0012131233
1465,0.0019217172
1466,0.0051213726
1467,0.001406357
1468,0.0042049317
1469,0.016607419
1470,0.0029099407
1471,0.0010355003
1472,0.0034184414
1473,0.0036049604
1474,0.011455437
1475,0.0065912805
1476,0.002603433
1477,0.0011042679
1478,0.02077763
1479,0.0077171405
1480,0.009113809
1481,0.00057819986
1482,0.0076508108
1483,0.008200686
1484,0.00863851
1485,0.0012969323
1486,0.0047819205
1487,0.014195177
1488,0.0017130442
1489,0.007388768
1490,0.0025284293
1491,0.004727428
1492,0.005543323
1493,0.00088175875
1494,0.0010546339
1495,0.0018732379
1496,0.0036431453
1497,0.0037921392
1498,0.008117121
1499,0.011102371
1500,0.0015866419
1501,0.011196324
1502,0.0027866215
1503,0.0018846199
1504,0.0033615036
1505,0.004446419
1506,0.0023341381
1507,0.002074861
1508,0.006136665
1509,0.0018624256
1510,0.0023234338
1511,0.0021784287
1512,0.012461166
1513,0.0034896717
1514,0.006807357
1515,0.008826539
1516,0.0076198173
1517,0.0020177132
1518,0.0026743142
1519,0.0020191672
1520,0.008921636
1521,0.00073532783
1522,0.00073598843
1523,0.0020372868
1524,0.0017391935
1525,0.0020484144
1526,0.0012714996
1527,0.0010360574
1528,0.0014948755
1529,0.0014510697
1530,0.0066798097
1531,0.005257007
1532,0.0032035802
1533,0.0009588571
1534,0.0027752803
1535,0.014595519
1536,0.0015909063
1537,0.008732696
1538,0.0026003812
1539,0.010189513
1540,0.0027952036
1541,0.0046287253
1542,0.0026243841
1543,0.0006617989
1544,0.0021013855
1545,0.0033111968
1546,0.0017933594
1547,0.00083279837
1548,0.004733897
1549,0.006863922
1550,0.0026811725
1551,0.0014195852
1552,0.0031976677
1553,0.0014319785
1554,0.0015006969
1555,0.0021728491
1556,0.010148732
1557,0.0019747461
1558,0.002771895
1559,0.0017910111
1560,0.0009848999
1561,0.0013495123
1562,0.0025489465
1563,0.00048154945
1564,0.0005186241
1565,0.0047354023
1566,0.0007883936
1567,0.00069882127
1568,0.0027319407
1569,0.0014023341
1570,0.0015616409
1571,0.0019172094
1572,0.00073282456
1573,0.0061385985
1574,0.0023497508
1575,0.00075896573
1576,0.0008523538
1577,0.0027043892
1578,0.0067689493
1579,0.0017809658
1580,0.0020326592
1581,0.011504553
1582,0.010928571
1583,0.0074488567
1584,0.0015342254
1585,0.0016236361
1586,0.0016776747
1587,0.006741146
1588,0.0009343071
1589,0.0007894461
1590,0.00037425823
1591,0.011138299
1592,0.0170337
1593,0.0009733951
1594,0.001810436
1595,0.0012650113
1596,0.009377565
1597,0.0049720127
1598,0.011481391
1599,0.0011254218
1600,0.0014843607
1601,0.0026075437
1602,0.0031431105
1603,0.0017412442
1604,0.0006973103
1605,0.0006647776
1606,0.0015589868
1607,0.001433318
1608,0.0010733155
1609,0.0016634507
1610,0.0019700432
1611,0.0035440426
1612,0.0015617006
1613,0.0012646238
1614,0.001012249
1615,0.0012766959
1616,0.002445933
1617,0.0018217149
1618,0.0016449629
1619,0.0014607464
1620,0.0007591464
1621,0.0011662957
1622,0.02313289
1623,0.0013544746
1624,0.0017752313
1625,0.0023710928
1626,0.0055385274
1627,0.0014106601
1628,0.0016324592
1629,0.008650529
1630,0.008993123
1631,0.005311585
1632,0.0008616222
1633,0.0010268099
1634,0.0016916661
1635,0.002548367
1636,0.00893846
1637,0.0065793283
1638,0.0069149304
1639,0.011777915
1640,0.006711718
1641,0.0010304451
1642,0.0071999575
1643,0.018199893
1644,0.00095083495
1645,0.00077592704
1646,0.0006830038
1647,0.00095560186
1648,0.008643845
1649,0.0018159978
1650,0.015036227
1651,0.0008351677
1652,0.00096407946
1653,0.002407854
1654,0.004829103
1655,0.0013030287
1656,0.0073967837
1657,0.007499979
1658,0.0062352372
1659,0.008817561
1660,0.012777298
1661,0.0064575523
1662,0.008345138
1663,0.0006791305
1664,0.0047200667
1665,0.00485651
1666,0.01156105
1667,0.00040981855
1668,0.0008482285
1669,0.0011865466
1670,0.0026724762
1671,0.0009148826
1672,0.0006560831
1673,0.010603774
1674,0.0011007496
1675,0.0010503109
1676,0.0015432412
1677,0.005397786
1678,0.0009893829
1679,0.0035818317
1680,0.001060837
1681,0.0038503571
1682,0.016751138
1683,0.0060718013
1684,0.002925391
1685,0.0018701751
1686,0.0010935433
1687,0.006495011
1688,0.004171727
1689,0.015738642
1690,0.0043735825
1691,0.00067309267
1692,0.0019695875
1693,0.0017634139
1694,0.001646244
1695,0.0008426287
1696,0.0008056166
1697,0.0012491855
1698,0.00043698616
1699,0.0048912633
1700,0.00038264034
1701,0.0014005697
1702,0.0012235226
1703,0.0010013649
1704,0.0020584282
1705,0.002443535
1706,0.00416358
1707,0.0016128414
1708,0.0021089292
1709,0.016135873
1710,0.0038696632
1711,0.0050119874
1712,0.008153092
1713,0.0014678058
1714,0.0057404144
1715,0.011305503
1716,0.005043952
1717,0.0021973767
1718,0.0019308624
1719,0.00091280387
1720,0.0018622036
1721,0.0017213939
1722,0.017362582
1723,0.0012513578
1724,0.002740799
1725,0.004248984
1726,0.0031868238
1727,0.0016061016
1728,0.0021938267
1729,0.003855002
1730,0.002758499
1731,0.0008202733
1732,0.008479184
1733,0.0018751235
1734,0.0021167584
1735,0.0010889958
1736,0.016563596
1737,0.0009726473
1738,0.008749936
1739,0.009601435
1740,0.002893369
1741,0.0076342155
1742,0.0024487074
1743,0.0016604711
1744,0.001855839
1745,0.0019623148
1746,0.002460301
1747,0.0011089627
1748,0.0025028787
1749,0.002774294
1750,0.008506577
1751,0.0017959868
1752,0.004305267
1753,0.0019890673
1754,0.0031402425
1755,0.015273248
1756,0.0011726554
1757,0.0057152575
1758,0.0022736755
1759,0.0015432573
1760,0.010584083
1761,0.0006468119
1762,0.0011014121
1763,0.0027712616
1764,0.0024255929
1765,0.0012607134
1766,0.0041040275
1767,0.0006104795
1768,0.022203196
1769,0.0011503161
1770,0.015040343
1771,0.0049306722
1772,0.0009941461
1773,0.001153836
1774,0.0005976772
1775,0.0022163517
1776,0.0010642806
1777,0.002033532
1778,0.0017637905
1779,0.0008100683
1780,0.0028588641
1781,0.0053308867
1782,0.003291033
1783,0.0009772836
1784,0.0010600745
1785,0.0034628296
1786,0.006121705
1787,0.0010953601
1788,0.0024294716
1789,0.001080845
1790,0.0011261441
1791,0.015153858
1792,0.0039983857
1793,0.0018374361
1794,0.0021976726
1795,0.003443233
1796,0.0032402882
1797,0.0060796007
1798,0.0031427476
1799,0.0011990808
1800,0.0024845307
1801,0.0048216255
1802,0.0051029325
1803,0.0019966438
1804,0.0022312845
1805,0.015187379
1806,0.0009332261
1807,0.001464275
1808,0.00081187114
1809,0.0010078186
1810,0.0021842208
1811,0.0010218043
1812,0.0009166623
1813,0.0011224999
1814,0.003852461
1815,0.0039488007
1816,0.0012386513
1817,0.0013969995
1818,0.0030268102
1819,0.0019188093
1820,0.000938175
1821,0.0010322902
1822,0.002270085
1823,0.0012444766
1824,0.007347636
1825,0.0021711048
1826,0.0029774846
1827,0.0019287053
1828,0.017902616
1829,0.0051821135
1830,0.001230556
1831,0.0010634402
1832,0.0006804777
1833,0.0012391714
1834,0.0051740045
1835,0.0029737593
1836,0.024667708
1837,0.0044983635
1838,0.001381923
1839,0.0012628975
1840,0.018099321
1841,0.0075728064
1842,0.0040159156
1843,0.0086249765
1844,0.002879805
1845,0.00064471527
1846,0.0011454121
1847,0.0047753835
1848,0.0020517353
1849,0.0013493407
1850,0.0048359456
1851,0.009894405
1852,0.004327109
1853,0.0014039156
1854,0.017512891
1855,0.009343786
1856,0.003085872
1857,0.00974511
1858,0.0025522783
1859,0.0026495785
1860,0.0035962337
1861,0.0019395209
1862,0.00051950343
1863,0.00082671613
1864,0.0048790546
1865,0.011197589
1866,0.0016209502
1867,0.0010371434
1868,0.004571759
1869,0.004452129
1870,0.0036858385
1871,0.004295147
1872,0.0016876892
1873,0.0016923901
1874,0.0026709153
1875,0.011391075
1876,0.004373544
1877,0.0021618789
1878,0.011831761
1879,0.0010789284
1880,0.004823213
1881,0.001140908
1882,0.001529833
1883,0.0013740144
1884,0.0037984964
1885,0.001098802
1886,0.0022176765
1887,0.0042312737
1888,0.0015974352
1889,0.0012208477
1890,0.0013393277
1891,0.0026147908
1892,0.003752842
1893,0.01700091
1894,0.0017322446
1895,0.0010599782
1896,0.0011122441
1897,0.0009368804
1898,0.00839165
1899,0.0013739187
1900,0.00081121066
1901,0.0011170832
1902,0.001216404
1903,0.001720669
1904,0.0014367366
1905,0.009875227
1906,0.0011118886
1907,0.011501777
1908,0.012346081
1909,0.0064059086
1910,0.014217509
1911,0.0011109115
1912,0.0010218143
1913,0.0028223663
1914,0.01666
1915,0.00415348
1916,0.001865432
1917,0.0036823181
1918,0.01706981
1919,0.0018943553
1920,0.0007114181
1921,0.001822868
1922,0.0021264143
1923,0.001093911
1924,0.011080881
1925,0.0016200372
1926,0.0117795495
1927,0.0018108671
1928,0.0019964562
1929,0.0007884572
1930,0.001184077
1931,0.0013344996
1932,0.0007348794
1933,0.011583652
1934,0.0014929622
1935,0.0015130321
1936,0.019779848
1937,0.00089490827
1938,0.0036746082
1939,0.0011746816
1940,0.014444812
1941,0.00040677973
1942,0.00080900936
1943,0.000834523
1944,0.01798475
1945,0.00331465
1946,0.0007513732
1947,0.0010024623
1948,0.0012686972
1949,0.0010075152
1950,0.0005526922
1951,0.013331419
1952,0.0005742065
1953,0.0010425833
1954,0.0010979305
1955,0.01381779
1956,0.00050392444
1957,0.0013680449
1958,0.00081915
1959,0.0010232499
1960,0.003469082
1961,0.0007488709
1962,0.0041367114
1963,0.0010567424
1964,0.0007170978
1965,0.0026601534
1966,0.0008519504
1967,0.0026874803
1968,0.0008885876
1969,0.00069894246
1970,0.0007141215
1971,0.00078880304
1972,0.00068858796
1973,0.00074767723
1974,0.0049621915
1975,0.00050202856
1976,0.004960492
1977,0.0024808822
1978,0.0012835694
1979,0.0009644467
1980,0.008590198
1981,0.0010436692
1982,0.0023886093
1983,0.0019569478
1984,0.00829327
1985,0.001187853
1986,0.0011896947
1987,0.000667462
1988,0.0055214735
1989,0.0006219189
1990,0.0008091196
1991,0.0050415695
1992,0.010600663
1993,0.009071195
1994,0.0009796617
1995,0.0012261608
1996,0.011053581
1997,0.0020491572
1998,0.0012782998
1999,0.0007996666
2000,0.0012086331
2001,0.0057233647
2002,0.0012353478
2003,0.007320329
2004,0.0015006865
