step,loss
500,0.01635097
501,0.16241917
502,0.058967136
503,0.019930663
504,0.015016236
505,0.03435235
506,0.022583526
507,0.017005043
508,0.012313382
509,0.08197005
510,0.0040062927
511,0.007682262
512,0.017673314
513,0.012743224
514,0.033376604
515,0.021464545
516,0.0076792906
517,0.0043000956
518,0.002013026
519,0.015362749
520,8.317529e-05
521,0.0008851843
522,0.020321872
523,0.018848874
524,0.03736344
525,0.0016231351
526,0.001159505
527,0.016617468
528,0.0027054679
529,0.00028578966
530,0.014272941
531,0.00111092
532,0.0016870897
533,0.0019864093
534,0.0015267443
535,0.0011975989
536,0.030097954
537,0.014332634
538,0.016595758
539,0.0008648626
540,0.043152105
541,0.0014480865
542,0.0009837742
543,0.0007172628
544,0.00025423476
545,0.00020135126
546,0.00046363374
547,0.0007122718
548,0.0006955835
549,0.031639386
550,7.7880424e-05
551,0.013744086
552,0.014499441
553,0.0017271938
554,0.0018149748
555,0.0021238537
556,0.0014937702
557,0.0129257515
558,0.0007536231
559,0.0006827244
560,0.016660258
561,0.000421883
562,0.00020132973
563,0.00016822835
564,0.015955219
565,0.015424981
566,0.01543482
567,0.0008605426
568,0.0010770252
569,0.014464402
570,0.00015187878
571,0.02654772
572,0.017008454
573,0.026257295
574,0.012554081
575,0.019552158
576,0.0033560295
577,0.003307027
578,0.013973157
579,0.0136400955
580,0.0139573505
581,0.017973466
582,0.0007276526
583,0.0004551703
584,0.014286814
585,0.016824381
586,0.00066618144
587,0.00078719447
588,0.00039657237
589,0.00018136538
590,0.014403508
591,0.028539885
592,0.00045671698
593,0.014676701
594,0.00150789
595,0.0013517453
596,0.0011128105
597,0.01438929
598,0.013107948
599,0.013174602
600,0.0003973479
601,0.014121672
602,0.0016048457
603,0.00069449097
604,0.00094795437
605,0.0005351738
606,0.013103587
607,0.00033107845
608,0.00021483733
609,0.00034715817
610,0.013094112
611,0.0002635677
612,8.889187e-05
613,0.013685467
614,0.002701818
615,0.0014798406
616,0.00020052295
617,0.0002031426
618,0.00042688102
619,0.02956502
620,0.015653692
621,0.001107387
622,0.001982797
623,0.014270563
624,0.0018943535
625,0.012428588
626,0.02609604
627,0.002565199
628,0.0023331959
629,0.017902229
630,0.0012599542
631,0.012724917
632,0.00084576115
633,0.013619551
634,0.01344599
635,0.0010992859
636,0.0018047686
637,0.00036203046
638,0.0005628192
639,0.013786382
640,0.017172934
641,0.000329133
642,0.00036212837
643,0.0006550248
644,0.012620592
645,0.0010403474
646,0.0005512159
647,0.014564766
648,0.014724349
649,0.01494165
650,0.000563813
651,0.0011412501
652,0.012915535
653,0.011989381
654,0.00087432144
655,0.0009616145
656,0.020180464
657,0.012973698
658,0.011842129
659,0.0030116742
660,0.001427985
661,0.0005729003
662,0.012275979
663,0.0009916193
664,0.0010046344
665,0.000720365
666,0.024281237
667,0.022445992
668,0.017043445
669,0.005002357
670,0.005040996
671,0.0011784475
672,0.0005024684
673,0.04224547
674,0.0020431296
675,0.015303775
676,0.0137249995
677,0.003008613
678,0.0023183555
679,0.01339971
680,0.0134146195
681,0.012118664
682,0.0014679083
683,0.018605834
684,0.0019752067
685,0.016332518
686,0.00030126693
687,0.01243308
688,0.025063984
689,0.0034792195
690,0.002812853
691,0.003627499
692,0.002935649
693,0.036235005
694,0.0009071615
695,0.0011808955
696,0.016645057
697,0.010697244
698,0.0013346786
699,0.0007684087
700,0.014693718
701,0.011970917
702,0.0113348
703,0.0020316
704,0.0029294726
705,0.001297292
706,0.0147725055
707,0.012103797
708,0.00034123298
709,0.0008216339
710,0.0011361071
711,0.0011101619
712,0.0121947825
713,0.0004140148
714,0.0003911546
715,0.00055914314
716,0.00017550772
717,0.00090849405
718,0.0006120668
719,0.027012235
720,0.011907444
721,0.00085056975
722,0.012212841
723,0.00092166365
724,0.0016424975
725,0.0012062672
726,0.013684384
727,0.00042669743
728,0.015450455
729,0.012984505
730,0.0009862552
731,0.012317952
732,0.0016061981
733,0.00097631564
734,0.00091006455
735,0.0005241954
736,0.013967815
737,0.0006018985
738,0.00074858806
739,0.00084771984
740,0.0008027394
741,0.0007402457
742,0.023398086
743,0.00078147475
744,0.015553133
745,0.00084855524
746,0.013767184
747,0.014750503
748,0.0007327683
749,0.013874879
750,0.00020344934
751,0.02403323
752,0.026199061
753,0.001728838
754,0.002224491
755,0.00283687
756,0.0012317785
757,0.011968892
758,0.012846372
759,0.013459139
760,0.023123236
761,0.0013819435
762,0.0023412616
763,0.017261619
764,0.0024166415
765,0.014560656
766,0.000328152
767,0.0017492377
768,0.014965412
769,0.014611561
770,0.0007540153
771,0.014262222
772,0.01506601
773,0.003065822
774,0.002674664
775,0.0006123099
776,0.0008272185
777,0.013147595
778,0.0013257604
779,0.0006945384
780,0.01062301
781,0.012151249
782,0.013151476
783,0.025970887
784,0.010915363
785,0.0034893935
786,0.011121731
787,0.011963332
788,0.0005758109
789,0.00024479404
790,0.0008339628
791,0.010062593
792,0.001717451
793,0.0011190776
794,0.01837962
795,0.01771992
796,0.0014390906
797,0.01511223
798,0.011027848
799,0.011852569
800,0.008818192
801,0.00070195785
802,0.0003735171
803,0.00072576525
804,0.0122080585
805,0.0005715031
806,0.0005125973
807,0.012107654
808,0.01124263
809,0.0011850852
810,0.0016380008
811,0.012129085
812,0.00038426206
813,0.01140651
814,0.0003408457
815,0.00059304666
816,0.0009468037
817,0.0005557879
818,0.009498386
819,0.014178873
820,0.024820536
821,0.01251443
822,0.0029262612
823,0.0024881028
824,0.0030230824
825,0.016816556
826,0.012691078
827,0.009035606
828,0.0017076494
829,0.017617943
830,0.019430902
831,0.0022470844
832,0.00244872
833,0.00262581
834,0.009738173
835,0.016941836
836,0.000942087
837,0.001038479
838,0.0013931557
839,0.0125415465
840,0.0012801283
841,0.0020809846
842,0.008262729
843,0.02910509
844,0.0016788405
845,0.0017825227
846,0.00269852
847,0.014678039
848,0.015255258
849,0.0010585574
850,0.0007347353
851,0.023938071
852,0.0006875885
853,0.0010730093
854,0.012074813
855,0.0075262934
856,0.013574778
857,0.019094933
858,0.008269287
859,0.00750887
860,0.0010563483
861,0.0014371182
862,0.0012217265
863,0.0022620861
864,0.00087398815
865,0.0007832648
866,0.0059683854
867,0.018739732
868,0.015697904
869,0.0037589008
870,0.014929208
871,0.002110438
872,0.021639736
873,0.0015060467
874,0.001342352
875,0.008658247
876,0.0016595635
877,0.009438929
878,0.0028966945
879,0.0009524416
880,0.0011667855
881,0.001811388
882,0.015398894
883,0.0009377049
884,0.0060051885
885,0.0014950731
886,0.0010340651
887,0.00085152657
888,0.0007811306
889,0.0039460524
890,0.000957303
891,0.012177754
892,0.016968211
893,0.0007507758
894,0.013204841
895,0.002768173
896,0.0025603476
897,0.00044738757
898,0.00049128954
899,0.0012181946
900,0.0018572523
901,0.011672007
902,0.0006428554
903,0.00096567103
904,0.0011030275
905,0.0007121124
906,0.0076279105
907,0.022336286
908,0.006735961
909,0.007717302
910,0.0012175109
911,0.0015863243
912,0.007133345
913,0.0010300837
914,0.001209608
915,0.0009213527
916,0.00091363676
917,0.020779382
918,0.00906704
919,0.0017116722
920,0.00732499
921,0.011922174
922,0.010908762
923,0.0083936965
924,0.0014943485
925,0.0009819611
926,0.013194984
927,0.020209003
928,0.0004190789
929,0.009264917
930,0.0018169285
931,0.009085564
932,0.0014333482
933,0.00079829816
934,0.0069315527
935,0.0014109771
936,0.0025955974
937,0.0007762166
938,0.00085100695
939,0.028551392
940,0.00500453
941,0.009333529
942,0.00678982
943,0.0084026065
944,0.0032496988
945,0.014817273
946,0.0015689856
947,0.0014506152
948,0.0062021324
949,0.017969541
950,0.00089650496
951,0.010816026
952,0.0015769869
953,0.001069194
954,0.0033743267
955,0.00144203
956,0.006441815
957,0.00978953
958,0.011224027
959,0.009403864
960,0.003380641
961,0.00092539995
962,0.005090785
963,0.002474041
964,0.002558015
965,0.0052519473
966,0.0015982057
967,0.0053525297
968,0.002426474
969,0.0028900667
970,0.0030959677
971,0.0002969228
972,0.0010709782
973,0.0014273094
974,0.0006185839
975,0.0004677857
976,0.0063781366
977,0.00906727
978,0.0012272189
979,0.010148218
980,0.00558319
981,0.009776274
982,0.011189117
983,0.0001836911
984,0.0042146742
985,0.0012226845
986,0.0013110151
987,0.000562069
988,0.0012319753
989,0.0002422545
990,0.00038032632
991,0.00075165316
992,0.008732103
993,0.0012829965
994,0.0058704484
995,0.001365362
996,0.012323175
997,0.001158302
998,0.0046604807
999,0.00081816147
1000,0.0007683543
1001,0.0007008079
1002,0.007546882
1003,0.000542847
1004,0.00043495
1005,0.0046476354
1006,0.022814123
1007,0.0060301903
1008,0.023652598
1009,0.00071846537
1010,0.00040171953
1011,0.000655315
1012,0.0042331885
1013,0.016550157
1014,0.0028795996
1015,0.0017781423
1016,0.00078436226
1017,0.006676787
1018,0.0017697555
1019,0.00025622416
1020,0.006696084
1021,0.0009797337
1022,0.0016011291
1023,0.0037350948
1024,0.0027924904
1025,0.0002984919
1026,0.018296922
1027,0.0050557223
1028,0.0020917985
1029,0.0014572546
1030,0.000874477
1031,0.0007961289
1032,0.001168682
1033,0.015625022
1034,0.016353728
1035,0.001491694
1036,0.0065760296
1037,0.009898454
1038,0.017057078
1039,0.0019335333
1040,0.000369803
1041,0.0061152778
1042,0.0041658096
1043,0.0035225633
1044,0.0011287818
1045,0.013034946
1046,0.003880431
1047,0.0046809954
1048,0.0031725194
1049,0.00047840748
1050,0.021742519
1051,0.0043618423
1052,0.00466832
1053,0.0012916289
1054,0.0023294457
1055,0.010064788
1056,0.0014556583
1057,0.0041420227
1058,0.010726499
1059,0.0014634854
1060,0.0048015607
1061,0.0036812366
1062,0.00055732904
1063,0.00043302568
1064,0.009120311
1065,0.008540424
1066,0.0011350801
1067,0.0034572454
1068,0.0019611106
1069,0.0017884794
1070,0.0019445206
1071,0.0010840502
1072,0.0019942147
1073,0.0033766956
1074,0.004902279
1075,0.001292716
1076,0.01279335
1077,0.00068489887
1078,0.0013990116
1079,0.0028446456
1080,0.0006020487
1081,0.0026094269
1082,0.0023481166
1083,0.00091089075
1084,0.0038589467
1085,0.0013802502
1086,0.00047365876
1087,0.0016539248
1088,0.0039517316
1089,0.0012417227
1090,0.005269365
1091,0.0028044803
1092,0.00073484366
1093,0.0005051769
1094,0.0007218962
1095,0.0025959131
1096,0.00076959585
1097,0.00039211177
1098,0.0006565915
1099,0.0019990085
1100,0.0005002855
1101,0.0007712707
1102,0.0003636398
1103,0.023306144
1104,0.0014747416
1105,0.001789196
1106,0.0020994074
1107,0.022775145
1108,0.0068840994
1109,0.025178228
1110,0.0018767279
1111,0.0020851083
1112,0.0034096271
1113,0.0021590008
1114,0.012642682
1115,0.0015741249
1116,0.002405804
1117,0.0027705366
1118,0.0037735011
1119,0.0039025666
1120,0.0018225531
1121,0.00083128747
1122,0.0034311903
1123,0.024231736
1124,0.0023965128
1125,0.001885318
1126,0.002007362
1127,0.0020779916
1128,0.0007392413
1129,0.0022109034
1130,0.0024952416
1131,0.012062083
1132,0.0011182727
1133,0.002547861
1134,0.010382653
1135,0.0010886794
1136,0.017155353
1137,0.009879397
1138,0.011839978
1139,0.0030220086
1140,0.0011534034
1141,0.0017097115
1142,0.0067540575
1143,0.012124801
1144,0.000509061
1145,0.00052305195
1146,0.0020526869
1147,0.00096956757
1148,0.01592216
1149,0.014717288
1150,0.001116754
1151,0.0076863193
1152,0.013585379
1153,0.00057061453
1154,0.0014509228
1155,0.007054452
1156,0.01929138
1157,0.011505038
1158,0.0028430643
1159,0.0012278417
